"name english","tier","id","family id","author","rarity","element","attack enabled","attack type","attack range","attack cd","dmg min","dmg max","mana","mana regen","cost","missile speed","missile arc","missile uses lightning visual","attack_target_type","multishot","splash attack","bounce attack","specials","ability list","aura list","autocast list","script path","icon path","sprite path","name","description"
"Area Inflamer",3,69,67,"SirCoqalot.","uncommon","fire","TRUE","elemental",700,1.2,188,188,0,0,2600,1500,0,"FALSE","CREEPS","4",,,,"59",,,"res://src/towers/tower_behaviors/area_roaster.gd","res://resources/icons/tower_icons/area_roaster.tres","res://src/towers/tower_sprites/area_roaster_3.tscn","VLCG","U7RQ"
"Fiery Dog",1,70,70,"cedi","uncommon","fire","TRUE","decay",800,1.2,78,86,0,0,70,1500,0,"FALSE","CREEPS",,,,"MOD_DAMAGE_BASE_PERC,0,0","60",,,"res://src/towers/tower_behaviors/fiery_dog.gd","res://resources/icons/tower_icons/fiery_dog.tres","res://src/towers/tower_sprites/fiery_dog_1.tscn","SQC6","GRAT"
"Burning Dog",2,73,70,"cedi","uncommon","fire","TRUE","decay",800,1.2,236,236,0,0,210,1500,0,"FALSE","CREEPS",,,,"MOD_DAMAGE_BASE_PERC,0,0.05","61",,,"res://src/towers/tower_behaviors/fiery_dog.gd","res://resources/icons/tower_icons/fiery_dog.tres","res://src/towers/tower_sprites/fiery_dog_2.tscn","0LYE","8GF2"
"Hellhound",3,74,70,"cedi","uncommon","fire","TRUE","decay",800,1.2,900,900,0,0,840,1500,0,"FALSE","CREEPS",,,,"MOD_DAMAGE_BASE_PERC,0,0.06","62",,,"res://src/towers/tower_behaviors/fiery_dog.gd","res://resources/icons/tower_icons/fiery_dog.tres","res://src/towers/tower_sprites/fiery_dog_3.tscn","3FKT","447I"
"Infernal Dog",4,75,70,"cedi","uncommon","fire","TRUE","decay",800,1.2,1712,1712,0,0,1680,1500,0,"FALSE","CREEPS",,,,"MOD_DAMAGE_BASE_PERC,0,0.07","63",,,"res://src/towers/tower_behaviors/fiery_dog.gd","res://resources/icons/tower_icons/fiery_dog.tres","res://src/towers/tower_sprites/fiery_dog_4.tscn","QDQS","QN8K"
"Hound of War",5,76,70,"cedi","uncommon","fire","TRUE","decay",800,1.2,3249,3249,0,0,3360,1500,0,"FALSE","CREEPS",,,,"MOD_DAMAGE_BASE_PERC,0,0.08","64",,,"res://src/towers/tower_behaviors/fiery_dog.gd","res://resources/icons/tower_icons/fiery_dog.tres","res://src/towers/tower_sprites/fiery_dog_5.tscn","VBDE","BO87"
"Solar Emitter",1,71,71,"geX","rare","astral","TRUE","elemental",800,1.4,990,990,0,0,1300,1000,0,"FALSE","CREEPS",,"50,1,350,0.4",,,,"10",,"res://src/towers/tower_behaviors/solar_emitter.gd","res://resources/icons/tower_icons/solar_emitter.tres","res://src/towers/tower_sprites/solar_emitter_1.tscn","61GP","96X3"
"Ancient Solar Emitter",2,72,71,"geX","rare","astral","TRUE","elemental",1100,1.4,2153,2153,0,0,3200,1000,0,"FALSE","CREEPS",,"50,1,350,0.4",,,,"11",,"res://src/towers/tower_behaviors/solar_emitter.gd","res://resources/icons/tower_icons/solar_emitter.tres","res://src/towers/tower_sprites/solar_emitter_2.tscn","6D9I","LQS4"
"Igloo",1,77,77,"Boekie","rare","ice","TRUE","energy",1000,2.5,696,696,0,0,700,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_MASS,-0.5,0","65",,,"res://src/towers/tower_behaviors/igloo.gd","res://resources/icons/tower_icons/igloo.tres","res://src/towers/tower_sprites/igloo_1.tscn","26AM","XRZ7"
"Frozen Igloo",2,78,77,"Boekie","rare","ice","TRUE","energy",1000,2.5,1492,1492,0,0,1500,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_MASS,-0.5,0","66",,,"res://src/towers/tower_behaviors/igloo.gd","res://resources/icons/tower_icons/igloo.tres","res://src/towers/tower_sprites/igloo_2.tscn","E3IQ","D9R4"
"Deep Frozen Igloo",3,79,77,"Boekie","rare","ice","TRUE","energy",1000,2.5,2785,2785,0,0,2800,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_MASS,-0.5,0","67",,,"res://src/towers/tower_behaviors/igloo.gd","res://resources/icons/tower_icons/igloo.tres","res://src/towers/tower_sprites/igloo_3.tscn","B62S","2EV3"
"Small Light",1,80,80,"SternBogen","uncommon","astral","TRUE","energy",850,1,53,59,0,0,65,1900,0,"FALSE","CREEPS",,,,,"68",,,"res://src/towers/tower_behaviors/small_light.gd","res://resources/icons/tower_icons/small_light.tres","res://src/towers/tower_sprites/small_light_1.tscn","EZUO","25N3"
"Shining Light",2,82,80,"SternBogen","uncommon","astral","TRUE","energy",850,1,189,195,0,0,230,1900,0,"FALSE","CREEPS",,,,,"69",,,"res://src/towers/tower_behaviors/small_light.gd","res://resources/icons/tower_icons/small_light.tres","res://src/towers/tower_sprites/small_light_2.tscn","N9CH","DPTR"
"Bright Light",3,81,80,"SternBogen","uncommon","astral","TRUE","energy",850,1,527,533,0,0,650,1900,0,"FALSE","CREEPS",,,,,"70",,,"res://src/towers/tower_behaviors/small_light.gd","res://resources/icons/tower_icons/small_light.tres","res://src/towers/tower_sprites/small_light_3.tscn","GWH1","EYH2"
"Holy Light",4,355,80,"SternBogen","uncommon","astral","TRUE","energy",850,1,992,998,0,0,1250,1900,0,"FALSE","CREEPS",,,,,"71",,,"res://src/towers/tower_behaviors/small_light.gd","res://resources/icons/tower_icons/small_light.tres","res://src/towers/tower_sprites/small_light_4.tscn","BOPV","D0JB"
"Holy Eternal Light",5,356,80,"SternBogen","uncommon","astral","TRUE","energy",850,1,2168,2174,0,0,2799,1900,0,"FALSE","CREEPS",,,,,"72",,,"res://src/towers/tower_behaviors/small_light.gd","res://resources/icons/tower_icons/small_light.tres","res://src/towers/tower_sprites/small_light_5.tscn","RIU4","IMZZ"
"Phantom",1,83,83,"drol","uncommon","storm","TRUE","arcane",900,1.5,148,148,17,1,125,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN,0,0.1",,,"18","res://src/towers/tower_behaviors/phantom.gd","res://resources/icons/tower_icons/phantom.tres","res://src/towers/tower_sprites/phantom_1.tscn","HKG0","UNR1"
"Aery Phantom",2,87,83,"drol","uncommon","storm","TRUE","arcane",900,1.5,414,414,17,1,375,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN,0,0.1",,,"19","res://src/towers/tower_behaviors/phantom.gd","res://resources/icons/tower_icons/phantom.tres","res://src/towers/tower_sprites/phantom_2.tscn","XV0A","PP40"
"Swift Phantom",3,88,83,"drol","uncommon","storm","TRUE","arcane",900,1.5,769,769,17,1,750,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN,0,0.1",,,"20","res://src/towers/tower_behaviors/phantom.gd","res://resources/icons/tower_icons/phantom.tres","res://src/towers/tower_sprites/phantom_3.tscn","KYPH","PR2K"
"Ethereal Phantom",4,89,83,"drol","uncommon","storm","TRUE","arcane",900,1.5,1182,1182,17,1,1250,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN,0,0.1",,,"21","res://src/towers/tower_behaviors/phantom.gd","res://resources/icons/tower_icons/phantom.tres","res://src/towers/tower_sprites/phantom_4.tscn","Y32L","PIWN"
"Everlasting Phantom",5,90,83,"drol","uncommon","storm","TRUE","arcane",900,1.5,1951,1951,17,1,2250,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN,0,0.1",,,"22","res://src/towers/tower_behaviors/phantom.gd","res://resources/icons/tower_icons/phantom.tres","res://src/towers/tower_sprites/phantom_5.tscn","KTPC","O06F"
"Warrior of Light",1,84,84,"i_m0ck_death","rare","astral","TRUE","elemental",900,1,406,406,0,0,1000,1000,0,"FALSE","CREEPS",,,,,"73","12",,"res://src/towers/tower_behaviors/warrior_of_light.gd","res://resources/icons/tower_icons/warrior_of_light.tres","res://src/towers/tower_sprites/warrior_of_light_1.tscn","YJ2P","1ZK0"
"Champion of Light",2,85,84,"i_m0ck_death","rare","astral","TRUE","elemental",900,1,751,751,0,0,2000,1000,0,"FALSE","CREEPS",,,,,"74","13",,"res://src/towers/tower_behaviors/warrior_of_light.gd","res://resources/icons/tower_icons/warrior_of_light.tres","res://src/towers/tower_sprites/warrior_of_light_2.tscn","VFYL","UXJQ"
"Hero of Light",3,86,84,"i_m0ck_death","rare","astral","TRUE","elemental",900,1,1036,1036,0,0,3000,1000,0,"FALSE","CREEPS",,,,,"75","14",,"res://src/towers/tower_behaviors/warrior_of_light.gd","res://resources/icons/tower_icons/warrior_of_light.tres","res://src/towers/tower_sprites/warrior_of_light_3.tscn","C8PX","304U"
"Bone Shrine",1,91,91,"SirCoqalot.","uncommon","darkness","TRUE","physical",950,2,1155,1165,0,0,600,1300,0,"FALSE","CREEPS",,,,,"76",,,"res://src/towers/tower_behaviors/bone_shrine.gd","res://resources/icons/tower_icons/bone_shrine.tres","res://src/towers/tower_sprites/bone_shrine_1.tscn","TUD2","1ZMP"
"Bone Temple",2,92,91,"SirCoqalot.","uncommon","darkness","TRUE","physical",950,1.9,1975,1985,0,0,1400,1300,0,"FALSE","CREEPS",,,,,"77",,,"res://src/towers/tower_behaviors/bone_shrine.gd","res://resources/icons/tower_icons/bone_shrine.tres","res://src/towers/tower_sprites/bone_shrine_2.tscn","8GX4","2PS5"
"Bone Monument",3,93,91,"SirCoqalot.","uncommon","darkness","TRUE","physical",950,1.8,2598,2608,0,0,2750,1300,0,"FALSE","CREEPS",,,,,"78",,,"res://src/towers/tower_behaviors/bone_shrine.gd","res://resources/icons/tower_icons/bone_shrine.tres","res://src/towers/tower_sprites/bone_shrine_3.tscn","PYSC","M7VX"
"Small Serpent Ward",1,94,94,"SirCoqalot.","uncommon","astral","TRUE","elemental",1050,1.35,374,374,12,1,350,900,0,"FALSE","CREEPS",,,,,,,"23","res://src/towers/tower_behaviors/small_serpent_ward.gd","res://resources/icons/tower_icons/small_serpent_ward.tres","res://src/towers/tower_sprites/small_serpent_ward_1.tscn","Y0WP","EPKK"
"Serpent Ward",2,95,94,"SirCoqalot.","uncommon","astral","TRUE","elemental",1050,1.35,726,726,12,1,700,900,0,"FALSE","CREEPS",,,,,,,"24","res://src/towers/tower_behaviors/small_serpent_ward.gd","res://resources/icons/tower_icons/small_serpent_ward.tres","res://src/towers/tower_sprites/small_serpent_ward_2.tscn","QHHS","DL0S"
"Enchanted Serpent Ward",3,96,94,"SirCoqalot.","uncommon","astral","TRUE","elemental",1050,1.35,1407,1407,12,1,1400,900,0,"FALSE","CREEPS",,,,,,,"25","res://src/towers/tower_behaviors/small_serpent_ward.gd","res://resources/icons/tower_icons/small_serpent_ward.tres","res://src/towers/tower_sprites/small_serpent_ward_3.tscn","3FBM","XYXS"
"Mythic Serpent Ward",4,97,94,"SirCoqalot.","uncommon","astral","TRUE","elemental",1050,1.35,2727,2727,12,1,2800,900,0,"FALSE","CREEPS",,,,,,,"26","res://src/towers/tower_behaviors/small_serpent_ward.gd","res://resources/icons/tower_icons/small_serpent_ward.tres","res://src/towers/tower_sprites/small_serpent_ward_4.tscn","GWIW","L2B3"
"Tundra Stalker",1,98,98,"drol","uncommon","ice","TRUE","arcane",850,1.3,136,155,12,1,175,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","79",,"27","res://src/towers/tower_behaviors/tundra_stalker.gd","res://resources/icons/tower_icons/tundra_stalker.tres","res://src/towers/tower_sprites/tundra_stalker_1.tscn","60Q1","XUHJ"
"Northern Stalker",2,103,98,"drol","uncommon","ice","TRUE","arcane",850,1.3,271,310,12,1,350,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","80",,"28","res://src/towers/tower_behaviors/tundra_stalker.gd","res://resources/icons/tower_icons/tundra_stalker.tres","res://src/towers/tower_sprites/tundra_stalker_2.tscn","J0DJ","P5OH"
"Snow Stalker",3,104,98,"drol","uncommon","ice","TRUE","arcane",850,1.3,541,620,12,1,700,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","81",,"29","res://src/towers/tower_behaviors/tundra_stalker.gd","res://resources/icons/tower_icons/tundra_stalker.tres","res://src/towers/tower_sprites/tundra_stalker_3.tscn","KQKK","VX3X"
"Polar Stalker",4,105,98,"drol","uncommon","ice","TRUE","arcane",850,1.3,1080,1239,12,1,1400,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","82",,"30","res://src/towers/tower_behaviors/tundra_stalker.gd","res://resources/icons/tower_icons/tundra_stalker.tres","res://src/towers/tower_sprites/tundra_stalker_4.tscn","XX3I","XXBL"
"Arctic Stalker",5,106,98,"drol","uncommon","ice","TRUE","arcane",850,1.3,1620,1859,12,1,2100,1700,0,"FALSE","CREEPS",,,,"MOD_MANA_REGEN_PERC,0,0.04","83",,"31","res://src/towers/tower_behaviors/tundra_stalker.gd","res://resources/icons/tower_icons/tundra_stalker.tres","res://src/towers/tower_sprites/tundra_stalker_5.tscn","Y8ZW","7NK7"
"Energy Junction",1,99,99,"SirCoqalot.","uncommon","iron","TRUE","energy",500,0.7,455,455,20,1,500,1500,0,"FALSE","CREEPS,SIZE_AIR",,,,,,,"32","res://src/towers/tower_behaviors/energy_junction.gd","res://resources/icons/tower_icons/energy_junction.tres","res://src/towers/tower_sprites/energy_junction_1.tscn","R5KA","K174"
"Energy Crossing",2,177,99,"SirCoqalot.","uncommon","iron","TRUE","energy",500,0.7,1182,1182,20,1,1300,1500,0,"FALSE","CREEPS,SIZE_AIR",,,,,,,"33","res://src/towers/tower_behaviors/energy_junction.gd","res://resources/icons/tower_icons/energy_junction.tres","res://src/towers/tower_sprites/energy_junction_2.tscn","1Z1E","T1QF"
"Energy Magnifier",3,178,99,"SirCoqalot.","uncommon","iron","TRUE","energy",500,0.7,1910,1910,20,1,2100,1500,0,"FALSE","CREEPS,SIZE_AIR",,,,,,,"34","res://src/towers/tower_behaviors/energy_junction.gd","res://resources/icons/tower_icons/energy_junction.tres","res://src/towers/tower_sprites/energy_junction_3.tscn","7060","7FV4"
"Frozen Well",1,100,100,"Boekie","unique","ice","TRUE","energy",925,2,1261,1261,0,0,1600,1500,0,"FALSE","CREEPS",,"150,1,625,0.2",,,"84","15",,"res://src/towers/tower_behaviors/frozen_well.gd","res://resources/icons/tower_icons/frozen_well.tres","res://src/towers/tower_sprites/frozen_well_1.tscn","HSJZ","T12G"
"Nortrom the Silencer",1,101,101,"i_m0ck_death","unique","astral","TRUE","physical",800,3,7063,7063,400,6,3500,1000,0,"FALSE","CREEPS",,,,,"85,86,87","16",,"res://src/towers/tower_behaviors/nortrom_the_silencer.gd","res://resources/icons/tower_icons/nortrom_the_silencer.tres","res://src/towers/tower_sprites/nortrom_the_silencer_1.tscn","QU29","I6AG"
"Cute Small Spider",1,102,102,"D1000","uncommon","nature","TRUE","essence",825,1.2,57,66,0,0,120,1000,0.4,"FALSE","CREEPS",,,,"MOD_DMG_TO_NATURE,-0.3,0|MOD_DMG_TO_ORC,0.1,0|MOD_DMG_TO_HUMANOID,0.2,0","88",,,"res://src/towers/tower_behaviors/cute_small_spider.gd","res://resources/icons/tower_icons/cute_small_spider.tres","res://src/towers/tower_sprites/cute_small_spider_1.tscn","8A08","EWJE"
"Ugly Small Spider",2,174,102,"D1000","uncommon","nature","TRUE","essence",825,1.2,180,189,0,0,360,1000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_NATURE,-0.3,0|MOD_DMG_TO_ORC,0.1,0|MOD_DMG_TO_HUMANOID,0.2,0","89",,,"res://src/towers/tower_behaviors/cute_small_spider.gd","res://resources/icons/tower_icons/cute_small_spider.tres","res://src/towers/tower_sprites/cute_small_spider_2.tscn","ZUBQ","01GH"
"Adorable Young Spider",3,175,102,"D1000","uncommon","nature","TRUE","essence",825,1.2,549,558,0,0,1080,1000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_NATURE,-0.3,0|MOD_DMG_TO_ORC,0.1,0|MOD_DMG_TO_HUMANOID,0.2,0","90",,,"res://src/towers/tower_behaviors/cute_small_spider.gd","res://resources/icons/tower_icons/cute_small_spider.tres","res://src/towers/tower_sprites/cute_small_spider_3.tscn","JJKV","URQP"
"Breeding Adult Spider",4,176,102,"D1000","uncommon","nature","TRUE","essence",825,1.2,1532,1541,0,0,3000,1000,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_NATURE,-0.3,0|MOD_DMG_TO_ORC,0.1,0|MOD_DMG_TO_HUMANOID,0.2,0","91",,,"res://src/towers/tower_behaviors/cute_small_spider.gd","res://resources/icons/tower_icons/cute_small_spider.tres","res://src/towers/tower_sprites/cute_small_spider_4.tscn","NTB8","XA9P"
"Dark Fire Pit",1,107,107,"i_m0ck_death","common","darkness","TRUE","decay",850,1.1,42,42,0,0,50,1400,0,"FALSE","CREEPS","2",,,"MOD_DMG_TO_UNDEAD,-0.2,0.004|MOD_DMG_TO_MAGIC,0.2,0.004",,,,"res://src/towers/tower_behaviors/dark_fire_pit.gd","res://resources/icons/tower_icons/dark_fire_pit.tres","res://src/towers/tower_sprites/dark_fire_pit_1.tscn","WU3Y","XWEV"
"Enhanced Dark Fire Pit",2,179,107,"i_m0ck_death","common","darkness","TRUE","decay",850,1.1,177,177,0,0,210,1400,0,"FALSE","CREEPS","2",,,"MOD_DMG_TO_UNDEAD,-0.2,0.004|MOD_DMG_TO_MAGIC,0.2,0.005",,,,"res://src/towers/tower_behaviors/dark_fire_pit.gd","res://resources/icons/tower_icons/dark_fire_pit.tres","res://src/towers/tower_sprites/dark_fire_pit_2.tscn","EUAT","TZLN"
"Enchanted Dark Fire Pit",3,180,107,"i_m0ck_death","common","darkness","TRUE","decay",850,1.1,383,383,0,0,660,1400,0,"FALSE","CREEPS","3",,,"MOD_DMG_TO_UNDEAD,-0.2,0.005|MOD_DMG_TO_MAGIC,0.2,0.006",,,,"res://src/towers/tower_behaviors/dark_fire_pit.gd","res://resources/icons/tower_icons/dark_fire_pit.tres","res://src/towers/tower_sprites/dark_fire_pit_3.tscn","MXT8","WR3E"
"Engulfing Dark Fire Pit",4,181,107,"i_m0ck_death","common","darkness","TRUE","decay",850,1.1,754,754,0,0,1300,1400,0,"FALSE","CREEPS","3",,,"MOD_DMG_TO_UNDEAD,-0.2,0.005|MOD_DMG_TO_MAGIC,0.2,0.007",,,,"res://src/towers/tower_behaviors/dark_fire_pit.gd","res://resources/icons/tower_icons/dark_fire_pit.tres","res://src/towers/tower_sprites/dark_fire_pit_4.tscn","O5ZE","4712"
"Consuming Dark Fire Pit",5,182,107,"i_m0ck_death","common","darkness","TRUE","decay",850,1.1,1067,1067,0,0,2250,1400,0,"FALSE","CREEPS","4",,,"MOD_DMG_TO_UNDEAD,-0.2,0.006|MOD_DMG_TO_MAGIC,0.2,0.008",,,,"res://src/towers/tower_behaviors/dark_fire_pit.gd","res://resources/icons/tower_icons/dark_fire_pit.tres","res://src/towers/tower_sprites/dark_fire_pit_5.tscn","X6XG","S3MV"
"Thief Apprentice",1,108,108,"i_m0ck_death","uncommon","darkness","TRUE","physical",800,1.5,103,103,0,0,65,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.1,0.004|MOD_BOUNTY_RECEIVED,0,0.005|MOD_ITEM_CHANCE_ON_KILL,0.05,0.002|MOD_ITEM_QUALITY_ON_KILL,0.05,0.002","92",,,"res://src/towers/tower_behaviors/thief_apprentice.gd","res://resources/icons/tower_icons/thief_apprentice.tres","res://src/towers/tower_sprites/thief_apprentice_1.tscn","E67B","FORI"
"Thief Novice",2,109,108,"i_m0ck_death","uncommon","darkness","TRUE","physical",800,1.5,305,305,0,0,195,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.1,0.004|MOD_BOUNTY_RECEIVED,0,0.0075|MOD_ITEM_CHANCE_ON_KILL,0.06,0.0024|MOD_ITEM_QUALITY_ON_KILL,0.06,0.0024","93",,,"res://src/towers/tower_behaviors/thief_apprentice.gd","res://resources/icons/tower_icons/thief_apprentice.tres","res://src/towers/tower_sprites/thief_apprentice_2.tscn","1LMN","SHEA"
"Thief",3,110,108,"i_m0ck_death","uncommon","darkness","TRUE","physical",800,1.5,904,904,0,0,585,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.1,0.004|MOD_BOUNTY_RECEIVED,0,0.01|MOD_ITEM_CHANCE_ON_KILL,0.07,0.0028|MOD_ITEM_QUALITY_ON_KILL,0.07,0.0028","94",,,"res://src/towers/tower_behaviors/thief_apprentice.gd","res://resources/icons/tower_icons/thief_apprentice.tres","res://src/towers/tower_sprites/thief_apprentice_3.tscn","RYU9","2H6K"
"Thief Master",4,111,108,"i_m0ck_death","uncommon","darkness","TRUE","physical",800,1.5,1987,1987,0,0,1300,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.1,0.004|MOD_BOUNTY_RECEIVED,0,0.0125|MOD_ITEM_CHANCE_ON_KILL,0.08,0.0032|MOD_ITEM_QUALITY_ON_KILL,0.08,0.0032","95",,,"res://src/towers/tower_behaviors/thief_apprentice.gd","res://resources/icons/tower_icons/thief_apprentice.tres","res://src/towers/tower_sprites/thief_apprentice_4.tscn","O68K","C7F7"
"Thief Grand Master",5,113,108,"i_m0ck_death","uncommon","darkness","TRUE","physical",800,1.5,3930,3930,0,0,2600,1500,0,"FALSE","CREEPS",,,,"MOD_DMG_TO_UNDEAD,-0.1,0.004|MOD_BOUNTY_RECEIVED,0,0.015|MOD_ITEM_CHANCE_ON_KILL,0.09,0.0036|MOD_ITEM_QUALITY_ON_KILL,0.09,0.0036","96",,,"res://src/towers/tower_behaviors/thief_apprentice.gd","res://resources/icons/tower_icons/thief_apprentice.tres","res://src/towers/tower_sprites/thief_apprentice_5.tscn","244E","5AEE"
"Tidewater Stream",1,112,112,"cedi","unique","ice","TRUE","elemental",820,1.8,3388,3388,0,0,3150,1000,0.15,"FALSE","CREEPS",,,,,"97,98","17",,"res://src/towers/tower_behaviors/tidewater_stream.gd","res://resources/icons/tower_icons/tidewater_stream.tres","res://src/towers/tower_sprites/tidewater_stream_1.tscn","YQ8G","4ML0"
"Witch Doctor",1,114,114,"SirCoqalot.","unique","astral","TRUE","elemental",800,2,4756,4756,40,1.5,4600,1500,0,"FALSE","CREEPS",,,,"MOD_ATTACKSPEED,0,0.03|MOD_DAMAGE_BASE_PERC,0,0.08","99,100",,"35","res://src/towers/tower_behaviors/witch_doctor.gd","res://resources/icons/tower_icons/witch_doctor.tres","res://src/towers/tower_sprites/witch_doctor_1.tscn","OW37","41PY"
"Spell Collector",1,115,115,"cedi","rare","storm","TRUE","energy",950,2,1080,1080,0,0,1600,1000,0,"FALSE","CREEPS",,,,,"101","18",,"res://src/towers/tower_behaviors/spell_collector.gd","res://resources/icons/tower_icons/spell_collector.tres","res://src/towers/tower_sprites/spell_collector_1.tscn","DGYS","3JUE"
"Spell Harvester",2,116,115,"cedi","rare","storm","TRUE","energy",950,2,2161,2161,0,0,3200,1000,0,"FALSE","CREEPS",,,,,"102","19",,"res://src/towers/tower_behaviors/spell_collector.gd","res://resources/icons/tower_icons/spell_collector.tres","res://src/towers/tower_sprites/spell_collector_2.tscn","WXC0","Z0KO"
"Astral Lantern",1,117,117,"Velex","common","astral","TRUE","arcane",750,2.2,90,95,0,0,35,1000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/astral_lantern.gd","res://resources/icons/tower_icons/astral_lantern.tres","res://src/towers/tower_sprites/astral_lantern_1.tscn","15X6","P8SF"
"Astral Guide",2,118,117,"Velex","common","astral","TRUE","arcane",750,2.2,996,1080,0,0,400,1000,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/astral_lantern.gd","res://resources/icons/tower_icons/astral_lantern.tres","res://src/towers/tower_sprites/astral_lantern_2.tscn","YYX2","1YXJ"
